ox,oy,dx,dy
444522.97344447655,4415536.76788652,444824.8157980334,4421213.117694495
444224.0850498884,4421201.948972363,436643.7561179997,4419053.4145150315
436641.5384190445,4419300.958475832,452939.7881650772,4420783.55341992
452937.3241528095,4420522.732478755,451612.40130406345,4420713.054537756
451603.9319660261,4420455.601303079,450360.561111959,4423063.092740516
448822.01938485133,4423549.441122593,454440.3987647924,4425107.653336873
452267.9984127285,4423615.869205838,449302.833023142,4424309.8756361585
453374.84457488195,4426111.946716643,454859.0786126292,4425581.326470886
454931.6656386778,4426447.764420464,466699.7908421486,4433756.0234015165
454059.911627022,4426726.023210015,455144.03696243244,4426699.577834639
452549.85599854466,4424027.009027382,451053.047804715,4421027.409009179
450536.64677817235,4420712.186621282,450767.3258452247,4412753.540899365
450776.2339767185,4412675.788298924,451627.6449819466,4415026.739890262
452369.4335495875,4415918.905225939,454086.2751541304,4417205.901251684
454020.4353657685,4417202.9676999245,452821.2069299645,4420399.136538738
452522.73381235125,4420631.856620361,456269.28806355956,4416122.00501165
456090.6733760578,4416134.1291343365,454047.1068204763,4419502.591729634
450343.075228738,4424835.800971684,457339.8901355202,4425628.069570922
452412.69605469983,4424902.504297852,439926.2293957518,4416407.339865231
440500.35623549845,4422929.468198353,441540.0212344287,4423050.178550535
441653.327127437,4423456.670273784,438582.8556682713,4430367.167516321
442908.4118058291,4427030.156050495,444650.2590716024,4428697.788324716
445071.94793850055,4428228.542804237,442923.8202558776,4427035.59036012
454396.9432903824,4427119.138215062,439825.61621644686,4425104.776049391
439403.79725640087,4425003.78249501,438637.1592470276,4418454.386593316
438639.52695658896,4418429.9481499065,437512.5568265734,4420882.154947498
437510.348322775,4420925.462285893,441060.24115642754,4431904.871523897
441080.4331893274,4431868.085270558,439337.2987206187,4432510.058185515
439425.27444137895,4432522.676180268,440216.4785881028,4433648.603101783
440084.27465404646,4433974.873732363,441958.55180719704,4426295.875306665
441193.40467574657,4425177.339287995,441743.3996297199,4422501.404828993
445450.3348597157,4422539.459839762,447264.3338201194,4413445.08576729
447103.66849756066,4414081.083035328,454362.12621853023,4418163.229222807
453173.75821985,4417417.891552112,453827.1992117368,4415923.272399054
453801.5575574798,4415924.537389408,452781.1785617749,4420420.473138807
452752.9475640798,4420415.098272928,452842.1527734429,4418257.934759224
452780.7660645912,4417177.236384531,453737.60709215497,4415670.750315382
453652.8967974613,4415378.24218168,454342.37971691357,4416719.32521238
454381.1511284238,4416054.245088289,453641.67435750214,4413105.176997206
453611.7200119683,4413102.028929445,440549.61158425076,4411695.121145681
440516.4466737786,4411940.679329869,449401.3367322577,4410295.078054231
451263.35305507947,4412876.894921866,450987.77772049635,4422702.739035793
450970.72079045704,4422972.566413204,449139.23352642043,4424366.464054853
448128.6512604862,4424329.990604517,456336.7945900673,4421045.269683551
456335.01593699434,4421033.070588133,455207.44263702,4417725.3479880765
455216.87736285804,4417730.842285124,453168.81274973036,4418283.671708904
453293.37584838737,4422711.5690100975,449647.1637481248,4428720.787425959
449696.818017128,4428097.770274692,444168.0302783792,4429400.597834379
444187.15401573677,4428750.011184241,450335.20872656466,4424808.10341307
449650.84085309866,4424371.944758183,447768.8421314632,4424666.547184691
447768.2545673571,4424705.399812458,452072.90881382476,4421250.688946359
453216.5902407707,4422587.726268085,452359.25481862837,4422091.341961735
453056.55773520435,4423511.074576079,452013.9257338443,4420702.747772352
451228.6611354775,4421232.733638278,446215.89897384937,4425222.347701219
446425.87034965196,4425086.561933385,455180.6624904099,4413013.864691209
455166.3702523904,4413056.12557367,442871.84910979826,4417018.521972017
443031.9199837947,4416473.44650064,445803.8873243893,4415545.331507083
445781.6416624899,4415543.269476822,443774.1554033495,4414750.846385722
446001.7141021451,4415952.391580556,439239.39809849544,4417981.160198519
441433.19594943663,4417591.063574679,433119.9275119559,4416811.342096059
438769.8066874571,4421987.483895136,448017.2664308622,4424277.471912274
453809.54850635,4426410.092911779,441992.28207360127,4421753.606567209
441777.5857863506,4422056.045214684,447192.8127453755,4425344.2661366025
446448.155147586,4425219.600871125,445142.2684948286,4425786.100278806
445192.62165914715,4425782.4077358,447282.369940782,4427548.034507568
447179.63101703644,4425905.998852275,445778.1670765429,4425031.207966797
453416.98814821127,4417633.950637314,446753.8005723583,4417502.149147227
450253.2314859858,4426507.980754987,450346.4498823374,4426269.841336016
443353.0781036183,4424256.3413882265,442622.468732663,4424319.5282097915
443500.5733900526,4426293.15402115,440294.45304584806,4424233.082065017
440290.0523957317,4424216.466881132,442028.4302185278,4424034.322909029
442173.0648870317,4424185.289951065,449290.03764135996,4424312.180719592
447947.7073913069,4424346.764373138,453288.34317860636,4418681.406375976
453285.820033848,4418688.081442838,438692.4826836655,4423207.973535155
441680.48127258907,4426221.412056393,442190.35489910765,4434542.403898691
442383.6636279465,4433602.992878552,443982.67380063643,4434935.223780764
444197.73606675287,4427865.283304074,445348.24548191676,4423670.133717524
445355.90274848323,4423546.872786062,446097.3315095011,4429579.813601182
446021.15391262004,4427985.325044405,431053.9643816884,4422154.37620795
431051.28108184825,4422141.080450936,450197.02261044574,4431613.06290719
449548.22791324725,4428088.76453222,468220.4839349855,4416745.514692246
458668.38793348137,4417881.191339865,458593.3420852967,4418385.504084248
458579.2043402299,4418457.725971466,452018.5888254988,4421172.224559864
451698.6117912772,4421238.621625449,440127.4108232282,4421669.236975504
440127.4108232282,4421669.236975504,437322.60262506205,4419810.363127583
441774.112783605,4424172.789319655,445713.94483816845,4423568.732500511
449598.4014763528,4424320.123681176,451141.3444946507,4426533.307102839
454774.602326611,4426309.952580308,453461.7325199832,4424122.388778141
452741.96617147396,4424293.312202377,442888.1267575872,4426943.730094283
442910.95629286714,4427027.91701062,445088.3558866869,4425769.839393469
445216.4735574589,4425774.466296087,444333.79483442515,4420898.1275544735
444128.10341622826,4421162.693025796,443886.4964686156,4428606.81628113
443889.348564071,4427951.909427504,444234.633579849,4426726.180133769
443508.3975667291,4426311.965503332,447039.82723991416,4426552.969372877
446080.22729123285,4426443.159894735,445650.15944539476,4425282.972768853
445591.68149343063,4425225.67212288,445871.9210660885,4421036.898719835
445877.75993319124,4421016.878026509,439828.6412317457,4417693.4502151655
439701.1213335342,4419404.920546623,446385.42309541744,4412635.392055402
448186.8787267194,4414159.12756337,453966.76052147255,4414821.379758014
453478.19647681055,4416316.086324526,448237.15426911257,4411605.928957464
445995.735058357,4414380.747953637,441480.41982021066,4416502.937980357
440552.99916030926,4417955.27663074,445282.90704891447,4424205.605719859
445300.80973167985,4424201.037283101,445176.7474512213,4431279.10877644
444195.379799556,4431149.723457427,443590.3799332961,4427926.37074679
443567.30772649875,4427923.211912459,439638.16404879116,4419440.9375038855
439610.7300297061,4419430.054892948,436344.7603556769,4418762.868255673
436322.5024637916,4418758.614040784,436201.16763803374,4419069.31218292
436250.8094193552,4419077.7771098865,441286.3262057068,4416388.991802638
441307.19559848105,4416323.343621364,441884.95881333284,4415286.662734562
441892.43839752953,4415483.068520723,447393.5702372952,4423006.410815091
447143.17850530613,4422990.384147249,445786.1497065972,4422672.478966947
445787.0275904825,4422675.802606045,451967.7370254693,4420830.682042766
451962.3519436984,4420789.648055851,451551.50199851755,4421079.722893086
452530.27328289807,4421842.757456445,441229.94347201503,4425153.747681855
441282.2040788505,4425175.544089756,455148.95346547524,4427968.219425677
454095.9492277526,4426755.774408008,456176.23784098425,4426402.759293072
452939.7825204264,4417734.552071843,451683.27391999454,4417736.852477306
451675.5250053248,4417728.022020779,464369.43076561595,4436643.575679596
464393.25703746337,4436633.474302931,454549.47547613306,4427071.607880988
454405.5001435984,4427122.4167925855,454306.42927267303,4416711.770745932
453857.7434107414,4416733.3378259735,436805.0066289382,4415507.923200822
436092.12107445655,4415639.281393832,427263.3792329019,4420650.01602014
442532.87767254957,4420478.60008704,444199.9255562262,4420702.642688448
444163.17517663125,4420934.893782248,444410.65549897536,4422884.401408037
444407.44121457206,4422912.173985561,438922.25393799285,4431609.8467381615
439126.1963130426,4431611.540369504,445323.8141889254,4412860.459492134
444111.67353651626,4430674.157083807,445780.10859837086,4424224.249774044
446136.2130931286,4424218.393498035,445588.0357926958,4428179.325295083
445528.2103796948,4428288.530633477,445835.85905229516,4427977.762157183
445204.15974098427,4429754.913363173,447776.2648926893,4423382.273978575
447780.3453077688,4423354.497071932,446412.4805666528,4422939.9894520175
446415.811388487,4422927.756468237,444339.7837260948,4420899.193799814
444330.3691372009,4420897.042600918,441828.74947482307,4425958.322921749
441824.330429039,4426050.484815264,450286.88184982294,4426431.173867369
450301.64583045675,4426077.001266685,451085.6288789992,4420245.7985651195
450943.75499204046,4419975.8832942825,454015.42168224085,4422325.358016468
453516.1198661177,4421556.977011345,453841.8625211621,4423288.727562479
454042.2247691022,4422803.581363038,456156.8232246631,4422138.4793254165
455347.9046470787,4420401.6838512635,448931.43108599656,4421521.932032836
448922.68523280835,4423021.537097093,452937.1000791036,4420070.988105379
454826.94711191807,4417271.408416838,455133.89202161354,4416554.8035138305
453803.34119886154,4416360.729612314,450606.7438985077,4424407.8643559925
450378.5672728045,4424384.928449036,441716.9132981112,4422612.604494477
438380.02343153185,4420164.710385537,441170.3044455118,4425392.853432189
441127.69544072746,4425846.054032405,440198.44782237866,4425928.775009355
440021.35908524407,4425127.651430937,439806.5348304496,4424635.40489848
439603.5285260863,4423590.300638242,442053.59317207005,4424198.407542799
441821.51701247785,4424229.035815244,439172.7013533175,4427183.415163838
439459.6398587597,4426763.772541553,440101.6779942167,4427303.694955816
442594.17011880846,4427022.530048618,444209.9700704206,4425224.569980241
443565.4770138907,4427906.57584882,444234.7579540899,4425227.718325377
443988.63494917867,4425202.885395598,445973.0196562725,4416609.684714902
445974.043339737,4416150.158236345,447296.00028010446,4413448.1971814
447258.3701866189,4413448.456739092,443017.0769280646,4424551.879957982
443752.0672792776,4425200.189224708,443489.183698651,4427059.12075856
443147.20294499805,4427109.396721459,443829.917484228,4429498.5457662735
443753.43167731434,4431388.297226427,434234.7867123949,4436184.479317693
441709.2211073993,4435308.648005284,435944.9984289103,4425298.487509684
436414.9447773549,4424920.481908317,444356.50423762796,4416277.207498513
444366.7874875731,4416280.462440096,453292.7020566148,4415900.993963396
453308.9528651868,4415902.004532028,456703.4008101409,4413068.354222485
456737.1574468173,4412383.342884461,459217.60723891493,4417649.592868223
458602.80337824946,4418238.942602411,444622.1286404046,4425769.8863062365
444320.7350454048,4425774.304393123,443460.3708421112,4426283.462749027
444286.07965890487,4425472.6459920155,443264.99586282787,4416544.968432032
443257.38722334744,4416671.560085995,444007.47778231255,4426371.546592026
441760.7836766156,4427007.772169589,442036.9658504384,4426277.518198652
442564.6959598678,4425944.965441897,447699.65934013645,4421304.961735278
446402.0325299801,4422183.070493955,452785.7703246781,4413144.823171323
452934.83444652206,4415544.682674413,444644.53609479335,4415556.975056953
444474.3607366956,4416024.390289551,444361.2082012929,4417861.079196691
444134.8585627004,4417767.27618848,444150.4755463307,4418032.441660211
444163.1399300448,4418127.805338119,451533.52423032315,4421208.590763786
451797.6184343408,4421222.455846005,442200.393935049,4424185.082537314
441876.5657769635,4424391.781803002,442577.11841185443,4425667.377966726
444265.5826907174,4426055.530550468,441442.0327325275,4425193.182990923
441433.5447431185,4425199.90812841,447156.32268780866,4427591.087535608
450282.3536767068,4426522.219928092,455706.86671807687,4424531.891208198
448004.9689202535,4426478.607697507,439332.27285970084,4427387.488924763
441043.2711024137,4428395.224862384,444980.39420722367,4437033.571808855
445458.3768874174,4436155.45098902,444419.2712818056,4436322.82895822
466823.2332979023,4433506.8570328,461406.7618398701,4435348.3250378
466647.58143276593,4433715.184799324,451930.70195604215,4417256.907131166
452272.9378392036,4417578.86148889,445777.9376265402,4417550.086500589
450621.31647446146,4415968.85498186,454863.4620415654,4417664.108156461
456960.35198607313,4416624.205070603,439784.7634676817,4415055.406681074
440364.5501538306,4415605.840269784,439552.6498006221,4415223.734378963
439552.846191716,4415140.485472081,439477.86050569615,4411933.288878144
439095.21631425247,4412223.806517202,446400.1282256128,4412902.785088034
447120.7993843689,4413219.649294049,450623.7712254012,4417670.376394076
450619.64105935127,4417692.601931848,449614.5216204505,4412393.663108301
447568.73071155464,4411936.80382706,446959.4231842429,4410545.812993151
446311.84790800256,4412511.594807984,455113.9009057787,4426656.467564886
455065.0672684912,4426627.897081055,450295.4675472489,4426176.937688236
449246.7037539543,4426523.505089865,447757.6478522782,4424777.619965077
446992.99715593224,4425222.448581998,446522.4672327881,4425951.655256035
442962.45743373444,4434343.426162522,466710.518969821,4433673.840941013
465159.89983922156,4432758.436329967,464733.08862173586,4434902.592943629
459395.7165184022,4429088.719724403,455198.7258585036,4424095.325885392
455194.4165452839,4424088.6915771365,448746.985826679,4423568.814747505
448767.4467736603,4423563.127355951,451850.0971773655,4431134.005287549
451558.89938234264,4431365.617859727,447527.39736615086,4428045.825584947
447258.5216006271,4427555.969530088,446643.97566847777,4428788.989327335
446494.2027609732,4427153.947383302,444607.7906218535,4431420.871583728
444174.25095700216,4429085.318725952,444272.47634888673,4425247.421657234
443943.4427383068,4425212.097697763,445766.503150561,4422672.618749443
445856.9377944034,4421333.364023732,445481.3135969917,4418028.369264535
445413.85431791557,4418037.7310559675,449722.1977793089,4417964.846743797
449728.4878602206,4418011.422944055,440078.82463188865,4414606.889629091
440053.7079412246,4414348.465475581,441293.2081266379,4416394.48870395
441316.8299406862,4416353.238552028,445192.3722210195,4424205.146614144
445642.47382808535,4425761.423255666,442628.8736097269,4423128.480768967
441364.1153491884,4423058.189903975,439787.30757920607,4420903.81304317
439982.3037574277,4420926.695226235,441740.8878678759,4422508.083857472
441730.9879741261,4422665.775519857,446370.41881799954,4412935.181783827
447034.2622566195,4412827.329166243,447548.1987657414,4414554.1843353575
447691.039346046,4414558.754842681,444688.4367561883,4416305.874844683
444596.94501016295,4416304.318149601,452735.38136713277,4418130.952474179
452991.032207302,4418144.912673685,458543.84952766716,4408307.727531832
458160.30386096856,4407969.072025746,452646.4706554845,4413301.074828966
452646.5367790194,4413449.80490546,454602.9686541644,4412520.027601193
454621.67027764214,4411923.888056601,469868.2018654321,4415766.559320071
463777.0279070543,4418209.300704526,456618.62919090164,4421024.792154817
456683.68771195406,4420745.828954355,454242.8115983167,4423347.356107862
453693.90833975497,4423117.583974241,452940.416540272,4420746.921481102
452942.7109846616,4420564.876990607,441092.00681305054,4426641.075646251
441138.8829529212,4426961.497422443,442251.93811700057,4426814.223344018
443015.142527443,4427031.576103569,443925.36005357985,4431098.431688088
444178.6305529175,4428984.278716506,444758.8881911083,4418125.690063653
443299.1718707789,4418268.480096584,443606.9783975835,4426364.513288096
443589.8862145162,4426362.419982988,440112.0321686652,4426232.479435989
440000.22735420626,4426238.909736853,433232.23199574155,4420363.434773498
437791.16535196325,4420364.846638156,440501.8103600942,4417967.88512094
438672.0246247879,4419601.819362027,451809.90330094716,4431119.830518613
451646.6535931114,4431345.079713809,457607.0554269919,4417313.180484501
455948.2569111613,4417233.777816231,455913.3050290891,4418730.165398689
454928.3375450243,4420108.908842207,454462.18741994933,4422037.421007646
454039.06913063774,4422846.888150364,441668.85972551606,4416437.118465504
441395.23162270366,4416431.44376462,444930.1014736845,4416621.574770171
446004.6180341273,4417692.773499722,441698.79822320567,4416439.109758737
440702.83812643774,4416446.778530417,439956.97113877506,4416402.658228471
440081.80503797694,4416403.897654094,441881.96089584427,4415342.183470158
441857.22150195687,4415012.714084678,441394.967438286,4414502.335058738
441121.26998967375,4414718.661302055,449938.569336876,4415896.71385044
450285.17978649755,4416736.893852182,442990.41568411293,4415609.0998208895
441278.5511250862,4415488.872981846,434773.0088715683,4409451.227435013
434617.1188834609,4409534.695308205,437408.9271764471,4418144.688162368
437408.84525726526,4418134.699050397,436649.894465742,4419792.61051584
438417.27410342044,4420333.126005453,446432.7093965946,4434657.804851257
441631.59523209743,4435749.912392071,441910.6366345813,4436330.518766298
466790.1703710762,4433358.269900862,440479.8068945642,4415254.193122358
440799.9634717151,4415189.547549893,458979.2582930142,4411621.793846226
455892.7183489879,4418569.3443222605,454469.3779982013,4420093.875748615
453925.33577298076,4419291.328281,457324.2670167465,4420397.028429368
457338.01878902223,4420411.380601757,463576.86347128305,4419965.033423671
463569.8791708875,4419933.989036706,457302.4337499467,4420312.795838179
456923.42935572466,4420229.462272055,458418.4727570162,4417663.893538837
458479.59702281083,4417901.084705525,457438.97919115203,4411536.977417011
456742.47171130986,4413171.355594358,454294.6386548627,4428705.871630276
466801.268812503,4433360.441255851,454568.8945538599,4420733.7160846
453447.6477447462,4419856.966657027,460978.459966112,4422498.525873765
466795.35133118794,4433372.676435671,444289.47758222173,4437459.300535274
446812.60578118113,4436534.332372593,450554.7280381417,4427049.895268542
454056.5601219606,4428009.146048459,457403.93547707924,4431877.816413279
466268.44389718503,4431313.846208061,444262.70304529474,4419471.2372258445
444214.09059968835,4419484.912059612,443028.6183702663,4413163.586345991
443722.29732741066,4412469.169476968,448377.62293226086,4424521.431920184
447773.33118944336,4424823.020767137,451254.1782091976,4421214.811327796
451345.5871660479,4421213.117539034,452920.9707612894,4420780.339745852
452927.0660617373,4420660.4284689035,449613.0069847174,4416832.315133422
449606.13157312287,4416826.810799016,446010.98476317764,4419196.715269818
445914.29416044784,4418336.075655055,444468.86736261257,4419851.559805121
444467.2633734968,4419866.000958663,455199.61343781685,4426133.177897997
454505.9096762384,4426067.365235244,446393.04242943384,4423091.080779893
446475.9662565574,4422857.406246444,453522.167938659,4422128.560197383
453586.37867595523,4422151.477730999,456314.29841264896,4422635.936885885
466765.27024541923,4432931.05303042,454726.50274380227,4428701.069030952
466925.2456973954,4433427.606534224,457890.0290775574,4421653.655883037
458526.0782115832,4421889.914329938,457086.41499873035,4427316.606685925
463306.97610170464,4431686.077673462,443301.1122461381,4417609.149797531
443225.70117720397,4418273.466136698,443164.82055328885,4423406.396661488
442659.40347211866,4423666.586734132,433168.07897624915,4427075.047275839
435026.59194462566,4428054.623382511,441611.20826449816,4423533.581104935
441611.0551616148,4423513.602752241,437433.5498589625,4421354.544753316
437440.0204316892,4421310.092399012,436634.37786653504,4418850.366116927
436635.4051181209,4418768.219111,437884.7271511617,4418211.839406936
437948.24882284226,4418350.069521776,439128.23426338425,4415616.702583893
441325.9184448081,4416312.10012875,436243.99396028,4419591.755476829
436242.58983706025,4419730.5149674285,445203.0915705605,4410694.713653019
445136.6028238218,4412160.315326326,446877.3517030586,4415355.759468786
458596.6583823382,4418366.617357688,446305.26995756995,4427117.53915451
446605.0351202074,4427132.0795856025,450254.20313721645,4427048.523825971
451393.9225995159,4426510.600899547,454773.14208925655,4427500.93549888
455439.1278418436,4427229.508991312,456916.1855572381,4427557.316582031
457828.3937981716,4428724.307185739,466795.4700343235,4433790.012537735
456601.96955216373,4427395.940212624,448420.6373228275,4420402.099351308
448705.1832304294,4419894.043171778,453243.2373411164,4415921.275399672
452557.44092318456,4417143.102964996,453857.8472436086,4422260.823742414
453895.38661951304,4422252.826990117,452408.823418827,4420725.8017837815
452399.4110622963,4420723.64064502,452946.8271994821,4420678.065572645
452943.04139921645,4420756.894754251,452939.3541055688,4421958.984995483
452941.09690567094,4421964.5239529535,447781.03208431054,4423330.073298557
447798.46473941405,4422632.900913185,442068.0157420818,4420813.997312115
442042.2821929408,4420800.8732379405,444379.60946578236,4419212.873502954
444550.2434973946,4418819.816285875,443556.2586865854,4425281.556013091
445660.2525642513,4425620.330549155,444397.08162741957,4420788.88958321
444397.7660925394,4420765.575400571,444064.3119482583,4421435.101736896
444075.9307632045,4421388.3980379645,452931.4396654606,4417629.159602878
453051.6461809862,4417577.362308685,453626.07773076947,4416734.741308378
454347.30863582646,4416542.8167081345,453498.98275797383,4417342.647910748
453793.26973302715,4417521.780192513,454119.55541672994,4427838.943368054
454508.29279577394,4428608.025046708,438189.40331034333,4413081.30737019
437447.81749650836,4416109.786825579,441372.50994407985,4416367.240386869
441328.6281543092,4416330.948661014,437044.6800365519,4415642.470760982
441323.6692308178,4416353.185998789,439741.5343216881,4423867.812671649
439923.339225975,4423635.501256878,451438.43968712696,4426261.686983576
457075.4592194711,4427947.1170122875,444027.0774195955,4420319.862537751
444142.2062853239,4420871.779498137,440421.88139215,4421632.520850953
440412.3537347414,4421615.945709545,466109.080168205,4432695.3157525435
465122.28754479456,4431626.472114931,435384.1344858131,4420586.877034254
435618.91003129765,4420561.581763477,437239.7110725221,4419499.140525517
437567.4898182465,4419659.617842,439353.0807705299,4424747.780309557
440706.46990640275,4425155.585612759,440930.2070553144,4425154.956811829
441059.08967659576,4425146.188334822,443409.03960846877,4424201.536896705
443435.54748817626,4424205.779893573,444936.11019767297,4422663.033703722
445334.1459157551,4422538.072403482,446252.37376974605,4423129.810336815
446406.1279041289,4423129.837354994,459096.0904631606,4428761.782155333
466482.6750159756,4433650.424451464,456797.7394205616,4418706.238004239
456106.25171925843,4418397.183786442,454828.3469932422,4417363.52442438
453909.28428361786,4417199.198201183,443005.73538876633,4415828.756842534
443215.45007194596,4415860.493494794,445959.07591921295,4417900.656876033
445951.4679317693,4418274.764867409,451226.3048491233,4420463.556700168
451146.00049564085,4420599.483958101,451752.3496250282,4424732.396844835
451542.5631180567,4424242.020501381,449283.5085491173,4424357.732373677
449172.15457823925,4424308.526592701,445774.29492334434,4422567.116987337
445777.32484375883,4422512.707336405,452245.68797003874,4416775.437880175
452387.27169527166,4416585.864686586,451931.6987149713,4419857.4893566845
451941.2158044568,4420011.711326499,452342.6620197874,4420393.232309906
452519.91938192473,4420454.2834587805,450174.5160007498,4431824.10408234
444232.77191615215,4426938.1985281035,451124.3966125201,4435444.199734017
449987.599832804,4435311.748418563,448707.40089056233,4435924.118749827
449393.4022904882,4435215.789018315,464676.04397845775,4418735.62605075
463928.88834906573,4418150.865836749,468674.550475366,4413651.44832202
459324.86189424805,4418528.080123075,466298.57756876433,4419219.97905415
458780.2785814209,4419290.191706094,453930.3559376188,4419556.572854473
452186.29831125255,4420394.210992184,456924.40489539364,4420099.594729915
451464.3967629652,4424305.7853407,451178.92927024246,4424671.673787033
443407.7194143488,4431369.77397236,443772.4590609315,4430038.420118363
443753.01976386906,4429948.655575036,444182.88392975443,4427935.320641501
443134.7628455865,4427272.656139659,456597.95537126943,4418892.730054317
456916.9780765785,4418784.368846328,447328.8232702397,4415355.963045148
451901.5354553921,4414932.886143804,454248.9627541922,4415395.737606301
454503.31564102875,4415894.796424782,444113.38891106064,4424514.897755187
443184.4363067875,4426493.082422325,442720.68583404017,4436100.142250297
443571.5838400181,4434475.403330168,445434.92898762674,4435859.253421657
443246.95157438866,4434405.6737066675,440257.04751030414,4432082.082698455
443455.3900195696,4431469.31758697,449367.56887997885,4426467.202191274
449254.4985754057,4435997.029112562,448868.5719557948,4441991.304136936
449257.05181686435,4433061.131867589,449023.394304282,4430529.746235676
448712.2897060851,4428053.2852482665,445385.10877579293,4427974.324609121
445496.7162197963,4427943.555049676,470860.9891431828,4414019.055115333
470978.4965942579,4415011.967305885,470135.02882724017,4416005.250214311
454173.81625900563,4419968.002994684,456600.518081885,4423395.718748803
449344.9381397152,4426530.620441925,450472.3655001275,4417258.459216629
444099.4589176385,4428664.077018616,444945.2625205406,4434893.772349536
443303.1507810537,4434393.043975683,444001.43876935606,4431116.740467645
443525.0262027221,4428667.210182825,449242.26406986255,4428673.530175172
449121.278950088,4428451.23579111,448314.63671333133,4428073.7357307
448932.0714840332,4428367.036415635,443598.4198667091,4435905.97951121
443155.0225123287,4436366.604305892,453659.7970606994,4442704.160857671
460848.2114806433,4407569.720054518,459035.70924235065,4404421.526635088
458489.04535650916,4407986.151178314,455931.4906218507,4406305.609323161
458705.6778565956,4408004.958127779,457716.7559265626,4405759.463496728
457685.43651310843,4405824.010903648,442570.49027711793,4426599.8075176645
452657.4310634344,4421958.510803483,454705.319490838,4425427.957145947
454848.66873407294,4415884.977493894,456977.3518779363,4416303.340841982
456826.8567058119,4415844.681234612,448163.94423209614,4412290.145840903
455788.95637519105,4413931.558267753,443380.79711116897,4408163.9907703195
444676.28629950853,4410963.781591007,450276.3001934432,4414978.808872692
454504.35172158567,4414920.272973863,456969.6309025196,4416146.884925374
455827.7788641013,4415764.929636287,453460.15451077325,4415038.665386652
453727.2512084999,4415090.319570554,453789.8355713035,4412854.546620295
464828.1260027079,4436639.215559054,443294.71627850644,4427313.641663991
443399.62334448105,4427185.21349928,445743.97118782287,4429337.022452798
440920.0505293755,4425496.9090406075,457333.17080775154,4418016.179996985
456164.0899723508,4417901.822597486,457394.34982114384,4419482.053797933
457067.3071317835,4419224.1636038255,457917.62436141534,4418757.696084932
457496.15538024995,4418428.163611114,465270.1094085256,4416877.124907129
462288.95201404276,4416816.902833696,455319.7784598743,4420122.144873287
452942.97975901654,4420746.905663699,442813.0078753267,4437035.170309245
449238.24544415815,4417683.904208217,449997.18625033426,4412310.125950866
453260.9683364845,4412808.924855358,452619.4876131687,4411845.016941498
448342.5360973636,4406176.543938883,452477.8560903365,4412042.352794367
456745.7031802444,4413288.988848379,466697.729669493,4433675.006950937
454877.2287451392,4414930.270814943,448481.2010374545,4413672.094151653
453350.2840855984,4413428.828549935,447319.54223223403,4411899.668507632
449367.24065198476,4411348.62903395,457779.71729632834,4403978.830935981
458793.92955750006,4408023.35110594,450135.55359044624,4412016.200180379
450102.1573053694,4412010.868358492,452132.42101430247,4412066.705844152
453654.1312910575,4413466.937558429,454864.5858664372,4417709.608714292
454819.88543814677,4417233.712547003,455544.63196307997,4416621.216785584
459144.73266116023,4414572.172889131,455223.48063657456,4410831.509093693
455260.3443583687,4410698.103144569,452384.5763169242,4408598.838095549
455575.7915450499,4411832.822070927,454837.19276008126,4417124.836908502
454827.2185289727,4417028.331938529,453158.2597042896,4413495.488655083
453081.28327453224,4413494.8508508755,451448.9447044524,4418389.874019955
451995.3706160876,4419247.730669735,453880.9908365486,4423261.851985774
453834.726953815,4423238.823326335,446393.58163274155,4412945.00881494
454767.7742775622,4413340.394384931,451129.0731052959,4421024.701479419
453797.8512256728,4420395.377403728,458230.9713197366,4422133.490904675
461760.98840208654,4408505.194568313,454728.30165770324,4425415.611069623
454697.2449726105,4425362.518393494,454394.24503852526,4422104.423622109
456160.2247419952,4420501.304975533,446385.1470829232,4425609.64180988
446382.4664597299,4425228.94281928,443849.610559732,4424878.687912073
440536.89794012386,4426186.969595763,439090.4674811202,4418706.048675883
440873.842071751,4417993.853241449,431495.8305402432,4418367.520536169
434103.3452878745,4417235.685318212,435897.6343672585,4417222.628871379
439102.56989841285,4418187.595307062,433263.36271429004,4416691.318595591
433535.31454062933,4417485.916308062,442305.84637980955,4399290.298051077
443758.8103663475,4404510.618923107,448001.58781225415,4403871.316179313
448053.8220632913,4403870.9621004835,454317.5253916383,4401222.8022847725
457221.8948420388,4406520.276691208,452041.4614103759,4416381.580710061
453378.17988623574,4417297.877397532,443536.1184687718,4432917.246143558
440571.4056853742,4432130.677147535,461220.3322159385,4437414.895898436
452741.61171910993,4422996.896659351,451207.4900233304,4425930.177457001
451138.3157916931,4425928.4011937585,453781.3203217349,4425416.860431821
453433.8671405436,4418158.846988994,463370.3912345516,4416826.067063873
458243.49502378464,4408000.805233754,446269.6687879431,4412717.230466033
450168.28445399477,4411919.422730076,448800.89939850866,4410198.068509112
449984.777928732,4410543.196033896,437301.56753225776,4422759.757639752
437248.0899033604,4421970.9992702855,442168.5001944734,4420318.18932493
453445.29748543754,4420451.908350601,452404.281212567,4420682.542381887
452495.10200842493,4420585.411134082,457769.58951107337,4411764.897269934
456741.23444961465,4412952.708375257,457019.3474707833,4414194.2503713565
453415.6790549078,4414616.053174143,460274.34255499736,4413256.517150822
456944.9622879881,4413437.703117024,444303.1644203056,4402001.529793682
461765.2894161552,4408509.61269661,454719.74964546616,4425413.442029185
